index	label	text
60	0	展示區礦坑內約10公尺長，不能再深入。附近有許多各式各樣奇怪住家。
61	0	我是3月回到故鄉路過買的，號稱除臭襪，一點效果都沒有，而且會一直掉毛，每次穿，回到家脫下襪子後，滿腳的棉絮在空中飛舞……令人失望的購買經驗！！！！！
62	1	適合闔家大小一起遊玩，散步與野餐的好地方
63	1	偶像劇拍攝地點，適合自駕，路途有點遠。,停留時間大約一小時，適合簡單走走逛逛、拍拍照。
64	1	非常喜歡，可以待一整天。
65	1	去年大甲媽祖遶境，我們在這裡搭帳篷過夜。昨夜我們回到這裡參拜觀世音菩薩。適逢觀世音菩薩農曆6/19成道日前幾天，廟裡已經有布袋戲演出跟頌經活動。很多人聚集一起誦經，感覺十分莊嚴，同喜:red_heart:
66	0	衛生環境差，如碰到火災不知如何逃生
67	0	活動太集中在某一區，以致於其他區很無聊，像草皮區只到晚上才有電影可以看，但燈光跟音響設備又很差，下午佈置好的野餐環境到傍晚風正大時才來說，不能有帳蓬喔！
68	1	門票只要100元，內部空間廣大，冷氣夠涼，還能夠了解台灣歷史文化👍👍 …
69	1	很不錯ㄉ地方！來走走曬曬太陽，還有一些遊樂設施可以玩～我們這些大朋友們也可以玩得很開心(⁎⁍̴̛ᴗ⁍̴̛⁎)
70	0	景觀是真的不錯，花很漂亮，但是要去的路小又窄，會車很危險。,快要到時車要開上很陡很小的坡，入園門口狹小擁擠卻沒有派交管，全部的車都卡住，直到等了很久售票阿姨才幫忙指揮，真是一場惡夢。,門票150可折抵園區消費100元，但是停車場規劃不好跟欠缺交管控制車輛，就不會讓人想去第二次了。,通常類似這種地方，光是門口就要三四個交管了，車子卡在那沒人指揮，就算你的景再好再漂亮，也是不行。
71	1	環境超舒適！
72	1	莘莘學子來的好地方
73	1	超棒的地方，以為會很無聊，結果超好玩，小朋友也玩得非常開心，且不用門票。裡面有許多別出心裁的設計，販賣的商品也物超所值！ 每一層樓都有洗手間，二樓還有育嬰室、尿布台；設有電梯 方便老人家與嬰兒車上下樓
74	0	這不是觀光，是受難。
75	1	小巧精緻,每個都是細節,以前的師傅的技術之精細 …
76	1	來關仔嶺一定要順道來碧雲寺，也來遊水火同原300年奇景
77	1	靈驗…在中部我必朝聖的廟宇。
78	0	偶然看到這也能變古蹟,沒有負五星只能給一星
79	1	花道:red_heart::red_heart::red_heart::red_heart::red_heart:,,眾花開的季節，沒有太多人工的自然景觀，相機隨便拍拍都很美，花香漫漫整個園區 …
80	0	非常粗魯的員工。
81	0	步道新做好了，更有fu，我下小雨的時候來的，超美的，（缺點…停車格少的太誇張了）
82	1	我愛奇美 台灣數一數二的博物館 真的好
83	1	開心的一天帶孩子來玩，
84	0	清場的用意?  13:30進去，水質好噁心，雜質不明物一堆，盥洗洗沒熱水不方便，似乎壞很久，觀光景點，唉一定失望。建議不要去，不乾淨！
85	1	服務親切，按讚就可以拿集章卡，蓋滿章可以換小禮物。館內有不少互動遊戲可以玩，非常適合親子的一個景點！,,每層樓都有飲水機，有自己的停車場，參觀完對面還可以買台油冰棒吃喔！
86	1	結合週邊自行車道及歷史87水災故事牆景點值得推薦
87	0	裡面沒什麼卻要收門票
88	1	很棒的高山景觀，非常推薦喜歡爬山的一遊，目前已免申請登山，路況及管制可上雪霸國家公園官網查詢動態，可查到即時開放狀況。
89	1	櫻花開了很漂亮， 附近有很多登山步道可以爬！
90	1	說明很仔細 每一時段每一季節應該都有不同的變化
91	0	單純賣東西，沒什麼景點可以看，叫博物館真的很誇張，內容很少..而且又要進去彰濱工業區..真的要有閒很無聊可以去看賣的雞精吧.
92	1	巧遇解說員 讚
93	0	商圈沒落了 許多彩繪也消失了很可惜
94	1	觀光夜市
95	1	很棒的地方，適合三代同堂一起來的景點，充滿回憶的紀錄。
96	1	非假日路過，風和日麗，隨意停隨意拍照，值得下次再來！
97	0	有點熱
98	0	太扯，網路預定時間到現場還要先換實體票卷才能上去，如果我是外國人來旅遊會氣死，重點是網路預定時間也不是我們實際上去的時間，變成現場排隊看是什麼時間才能上去，爛透了
99	1	這個景點在平日和假日前來，有著完全截然不同的感受；如果喜歡安靜的氣，建議平日時前來會更好，假日時這裡常舉辦各式活動或是文創市集，因此假日人潮算不少。,,這裡應該算台中市很早期就開放日式建築景點之一，離火車站也近，算是十分熱門的景點。 …
100	1	好棒的地方，建築物設計流線、具美感、週邊綠化含蓋率200%以上，室內展覽館陳設豐富有深度、由年代間關係延伸介紹，由其，有一個時空列車…超級逼真3D、火車上的窗邊風景的瀏覽及舊式柴快火車的那種搖晃感…太自然了，而且，門票相較於展物的價值而言，實在太便宜了非常值得一來再來。
101	1	特殊景觀的園區，非常適合來走走逛逛
102	1	門票全額抵餐飲～,專人服務導覽解說2F-3F～
103	1	棒....值得來一趟，詳情圖片。
104	0	要來的人要想一下沒有停車位子，大家停路邊沒有空間可以匯車
105	0	5/14造訪，網路搜尋到地方還不錯。但若是有推車或推輪椅的，不建議車停在貓貍山公園停車場，因為要從公園往下走很遠:upside-down_face:，才會到隧道口，而且沿路有很多樓梯，沒有全無障礙步道:slightly_frowning_face:。,建議可在功維敘火車附近找停車位，這邊離廁所跟隧道都很近。 …
106	1	雖然範圍不大，但是環境清幽，也有藝術品展覽，假日也有市集可購買手工藝品。
107	1	ㄧ個可以盡情放空的生態公園，應該是那鴿子的悠閒吧！當他們壯觀的飛翔時，頓時大聲的哇！
108	0	東西貴又難吃
109	1	懷舊老街 值得逛一逛 東西不多 回味無窮 感恩、
110	1	強烈建議一定要租導覽,有聽導覽講解的藝術品,整個鮮活了起來,有時還穿插了國外競標藝術品的事蹟,非常值得一聽!!
111	1	很隱密 視野沒很好
112	1	古色古香的建築很適合出遊帶長輩來
113	1	彰化社頭-清水岩寺,,社頭知名景點，也是全台知名廟宇，每到端午節，更是排著滿滿的人龍來取午時水，這座甘露泉，列為台灣三大名泉之一，可是聽說連蜜蜂都愛喝呢～ …
114	0	這裡一堆老闆的態度實在.....
115	0	超難找車位的，停車場的管理人口氣很不好
116	1	仙人住ㄉ聖地
117	1	襪子觀光,還有多功能襪,更神奇的 有可以穿15天也不會臭的襪子
118	0	⚠️⚠️⚠️兒童樂園請改善代排這種行為⚠️⚠️⚠️大家都花一樣的錢進來開開心心的玩，結果前面遊客一直代排我真的看不懂什麼意思
119	1	重新開放後變的更美麗,多了很多造景及綠化,熱鬧的市集也帶來了人潮,希望大家可以多來走走看看
120	1	二樓常設展場具有與日本江戶東京博物館非常神似的風格，以橫渡黑水溝的大船作為展場代表作堪稱一絕，就像是日本橋在江戶東京博物館一樣，呈現出畫龍點睛的效果。各個時期的展區氣氛營造得非常具有特色，各種聲音、影像也都能夠配合得相當完美，是每位臺灣人、甚至是每位來到臺灣觀光的旅客都應該前往一遊的景點。
121	0	換個鈦晶手排的線每個攤位開價均300～250元，我去桃園換也只要50元，真心不推薦，坑殺遊客而且攤位比以前少太多了，因為本來的店面蓋了幾個社區大樓的關係。
122	0	橋上偶爾會有街頭藝人,願意停留腳步的可以欣賞一下,但是不要造成別人的困擾 …
123	1	2023.04.09 星期天 初次解鎖,,真的非常好玩 …
124	1	逛完出張所，樹屋，安平古堡，遊走安平老街，慢慢走，慢慢逛，裡面巷弄內美食很多，裡面真的很大，街道很長， 想吃的太多，可惜肚子不爭氣，真的吃不下😅😅這裡最少要花一整天時間才能走完，很有的逛的的古蹟，古廟，老街。 …
125	1	雖然有點遠，但有許多親子步道，也可以有挑戰性的爬山東水洗山丶北坑山，更遠可以走到古木參天丶盤根錯結的大板根。。。
126	1	很棒的地點，適合登上後帶小朋友去參觀,裡面有很多昆蟲標本,裡面工作人員也很親切
127	1	偶爾帶孩子們去打穿欣賞日月潭風景，到玄光寺走走，碼頭還有當地演唱非常適合全家一起遊玩的地方。
128	1	第一次來紫雲巖，,很感謝觀音菩薩給我籤詩，,所問的事情就如同籤詩一樣，,月中後逢凶化吉！
129	0	雖然叫做山莊，不過他卻隱藏在平地的巷弄之間，要找到入口有一定難度，過去的正門更是完全被房子遮蔽，鎖起來不給進了，所幸有google導航，就算是外地人也能找到近年新開的入口。 …
130	1	很適合闔家走一走的地方，停車方便，冬天水中有鴨群可見
131	1	3月台中行前往,天氣很好 去那邊注意防曬～,蠻特別的地方,期待應該還有更多進步空間
132	1	因為時間己晚， 所以沒有拍完全部彩繪牆面。
133	1	有行人專用道，夜晚打燈氣氛很好，假日有街頭藝人演奏，適合小情侶來這裡散散步！
134	1	來台南 一定要來這裡走走的地方
135	1	大學時期來參觀時人非常多
136	1	非常推薦來這裡走一回，車子在門口處外面有專人指引停車場，門票一人$100（門口有貼，不可抵藝術村內的消費），符合以下任一資格免費入場：學甲人週一到週五、80歲以上週三敬老優惠、未滿六歲的小小孩，好貼心的優惠 …
137	1	非常有特色的景點。適合全家大小一起出遊。
138	1	位在離台灣大道不遠，靠近台中第二市場的悠閒地點。,川乾淨無味，裡面有豐沛的魚兒，當天前往時還幸運地看到白鷺絲。看著魚兒悠遊真的會非常放鬆，傍晚時分來時還能印著美美黃昏，有種真的很符合假日午後的感覺。,推薦給帶小朋友、遛狗的好地點。小朋友帶點魚飼料前往也很不錯，但不要用吐司條，這樣就可能會破壞這乾淨的水質了！
139	0	很震撼的地方，還可以免費體驗地震，不過恰巧園內有在整修，整排的地震教室只能到園區外隔著柵欄看，園內停車場指示不明，結果只好停到堤防邊上，路邊公墓群很多，早點去比較安心，園區的某樹長了很多像絲瓜的果實，結果踩到摔倒，務必多加留意。
140	0	地底天然氣的自燃
141	1	朝聖的熱鬧地方，非常多美食在附近
142	0	雜亂
143	1	國立臺灣歷史博物館是個充滿樂趣和知性的台南親子景點，臺史博門票便宜，館內除了帶領大家穿越台灣數百年歷史的常設展，又更新兒童廳與四個精彩特展等設施，透過互動裝置、場景重現讓旅人們認識台灣早期原住民生活、漢人度過黑水溝遷徙來台、還有荷蘭西班牙人統治時期、清領日治直到現在的民主台灣，一部屬於台灣人們的大戲就在臺史博中開展，非常值得一遊唷，適合全家大小一起來玩。
144	0	超爛 開放時間教堂還沒開 裡頭就一個大草地啥都沒有,下來跟他們反應 態度還很差 說要叫上面的人開 門。,哪有這樣做生意 打給上面的人還打不通 又貴 覺得扯 希望大家不要白花錢找罪受
145	1	好望角真的是苗栗一個還蠻不錯的景觀景點 整體規劃的很棒 停車場很大 也有公廁非常方便 附近也有一些小攤販 餓的時候也可以買點小點心止止飢～,這裡的風蠻大的 要注意保暖 建議是直接戴著帽子 從停車場走來眺望臺不遠 景色很漂亮 視野也很廣闊 待在這邊真的很舒服 也有步道可以下去走走 走到一半之後 有分成兩個方向 左邊的方向蠻多樹林的可以擋風 風比較小 右邊的話沒什麼遮蔽物風超級大 不過不變的是景色的美好～都還蠻好拍照的 整個走完的話大約兩到三小時 是還蠻好放鬆的地方哦！
146	0	蚊子太多
147	1	有大大的草地可以野餐、玩耍、奔跑…… …
148	1	園區後方有個偌大的茶園，可供大家拍照留念。故事館裡會簡介製茶的流程還會免費請妳喝杯珍珠奶茶！值得一提的是他們的茶葉蛋超級超級好吃，是我嚐過最好吃的茶葉蛋！
149	1	現在還是有很多草莓的周邊商品 東西其實都還不錯吃
150	0	襪子類單價略高，沒有產地價格的感覺
151	1	兵器廳就可以逛一整個下午，超級豐富的展藏，再加上整個展覽的光線打的很不錯，可能觀看動線奇怪了一些，順順走一圈才發現還有沒看到的區域，奇美博物館整體的氛圍很舒適，200值回票價。
152	1	白天跟晚上有不同的美，附近有不少餐廳，還有一間很浪漫的全家便利商店，記得進去逛逛拍照，不虛此行
153	1	不過還是不錯，有看到螃蟹跟小魚 …
154	1	適合假日踏青散步的好地方。
155	1	值得一遊的好景點，
156	0	停車十分鐘就收60圓，真貴
157	1	適合文藝展演參觀、情侶約會、家人散步、帶小孩毛孩放風跑跑的好地方♥️
158	1	火山碧雲寺已有320年歷史，再往上行駛約莫2分鐘（1公里）車程，就能到達堪稱台灣300年七大奇景之一 火麒麟（水火同源），且此處還有一座名副其實的枕頭山
159	1	成人門票50元，維護的很好，環境乾淨清潔，用心維護！可參觀朱玖瑩故居、德記洋行、安平樹屋，也有很多觀光客來參觀，臨近附近的實驗小學可以讓小孩溜滑梯盪鞦韆等等，室內有歷史解說！
160	1	多次來訪台南，是第一次拜訪孔廟
161	1	單純去賞花，覺得環境乾淨舒服，動線也不錯。停車免費，若門票可以再低點或是部分折抵消費就更好了
162	1	景色優美 今年久未降雨 出現一片大草原 非常壯觀:victory_hand:
163	0	餐飲服務非常的差勁，我排隊等了很久半小時以上，輪到我說沒有桌號不能點，我就去了解問沒有人要理我，桌上也沒有號碼牌。最後才來了一位男性來幫我。
164	1	孔廟的氣場很舒服，周邊的樹很大，走在樹蔭下，感受歷史的軌跡
165	0	單調的地方 就一個算是藝術裝置吧,不過看海倒是很方便 停在停車場 坐在車上就可以看到海了
166	0	有點荒涼  彩虹也都生鏽了  附近沒什麼景點  沒有人管理
167	1	遊憩區的步道適合健行，如果體力過剩可以挑戰攀登東洗水山，垂直向上的東洗水山雖然指標寫著距離登頂只有0.8k，不過由於沿路幾乎都是階梯，所以腳力或者膝蓋不好者不推薦，最後有一段路線較崎嶇，需要手腳併用拉繩索上去，路程雖然辛苦，不過山頂風景秀麗，一覽無遺！
168	0	印象中已經蓋好很久了，今日一看現場還未完工，但有些鋼材已經有鏽，外墻還用施工網包住，是怕墻面石材會掉下來？
169	1	第三次來樂成宮,這次來是結婚來還願的,真的很感謝月下老人的幫忙,讓我找到好姻緣
170	0	這裡是殯葬園區，不該是旅客遊玩的景區。
171	1	商品多、人潮擁擠、用餐排隊、最好吃過正餐後 再去輕鬆逛  順便吃點小吃
172	1	秋季旅遊悠閒環湖不錯的點，要注意免費租借腳踏車到下午四點半
173	0	假日人潮絡譯不絕..
174	1	在地好地方，在地人平常日來都不用人擠人，更可以欣賞在地人文景色
175	1	有紅色楓葉的神社，正殿有展覽才會開門，希望可以把正殿屋頂上面的黨徽拆掉
176	0	這個評價只給給1/12正午的粉色衣服工作人員
177	1	很適合在裡面探險，仔細看看歷史的痕跡，會發現很多有趣的事情。現在也很多青年在此落腳發展，可以多關注！
178	1	平日逛比較悠閒~~~ …
179	1	很棒,門票50-100，可以全抵餐費,體驗又有ㄉ吃，有玩
180	1	場地很大、很多元的遊戲場，可以讓小朋友手腳並用，消耗很多體力。真的很棒。
181	1	言过其实，没有感觉很好
182	1	重新開放，現場有工作人員介紹，很友善對於台中的問題都會回答，不過景點有點小如果只是拍照逛逛，可能15分鐘就可以走了
183	0	點燈點了30個年頭，頭一次遇到很差勁的服務人員，（1號櫃檯服務人員）
184	1	這裡是會讓人嘆為觀止的景點!非常值得一看!
185	0	六年前一副鋪克牌賣我300 盤子和天龍狗才去的地方
186	0	越來越差的景點，以後都不會在來了
187	0	我對提燈籠不感興趣，所以我只是看別人提燈籠。
188	1	夜景很美，但是我覺得不值得花錢上去。
189	1	目前梅花已開，櫻花尚未開喔
190	1	又有新的網美打卡景點了～,最重要的是～假日都有市集可以逛～覺得很讚～,1樓的部分～用了很多的植物建造～非常的綠意盎然～在廣場的中間，則是用的仙人掌:cactus:規劃～一整個熱帶風情:two_hearts:超好拍～ …
191	1	景色太美了！不虛此行！
192	1	背山望海，神靈祐台。
193	1	我覺得很好玩
194	1	人群不多，但細細體味,是個很棒的環境,有特色的房子，有不錯的餐廳 …
195	1	透過導覽瞭解到台灣過去民主的發展及變化。更有穹頂全景影片觀賞。非常不錯。
196	1	跟鹿港老街類似，讓人輕鬆逛街，有賣蝦片、鹹酸甜（蜜餞），賣的小吃價位稍高，沒有印象深刻的小吃。
197	1	價格合理，服務親切。親子電動車200元/時，自己騎單人100元/時。今天天氣很好，天空好藍，日月潭好美。,下次還要再帶家人來玩
198	1	很美的地方，要早點到要不然排隊會很久
199	1	很有文化風情與歷史的山莊，讓我回想起以前老家的三合院，孫館長非常用心講解，我們才知道古厝有這麼多細節，推薦大家來參觀！
200	1	以典藏西洋藝術品為主，觀看現場最有感覺的是油畫被畫作感染。
201	1	木業廠改成展示館，有販賣當地特色美食紀念品等
202	1	很棒的地方是一個很有創意教育的好場
203	0	東西沒特色，貴又難吃有的食材還不新鮮，已經不像以往的夜市。
204	0	坐水池旁的椅子，看著鴿子覓食，驚覺跳蚤咬小腿。
205	1	古色古香的歷史建築，現在轉化成為台中文青的場所，值得一探究竟懷舊風。
206	1	非常適合全家大小到此一遊的好地方，風景很棒、船家解說很詳細，很富教育意義的地方。
207	0	不好玩。。沒有感情，可看的就更少了。難道要去博物館看毛絨玩具？？誰推薦的？？我不為人知的心理世界。。
208	1	感謝有這這麼美的地方，住在台灣好幸福，謝謝創辦人_許文龍
209	1	剛好遇茶花園展還有晚上的戶外喜宴，古色古香的氛圍！
210	1	遊客中心停車方便，有貓狸山公園，百年隧道,百年伯公廟，彩虹市集，林蔭步道，懷舊月台，橋下說書，尚禹橋，祈福許願，北窩古茶亭，威靈宮非常棒的踏青路線。
211	1	視野好，步道不長，夕陽美，人不多!
212	1	特殊的景觀。領略到植物強大的生命力。
213	1	服務人員非常親切，雖然價位偏高，但是摸起來質感很細緻。
214	1	走進這裡像是來到了以前的年代還可以租衣服來傳體驗古裝的時空。 …
215	1	不用門票的景點,走過長長的階梯,上面的瞭望台可以俯瞰整個埔里 …
216	1	附近有扇形車庫停車場，一小時50元。,無需門票。,運氣很好，剛好遇見「火車頭」開回來加油，再開回車庫停放。 …
217	1	外表看起來很偏僻，進去走走，裡面的場地有整理，散步不錯的地方。
218	1	我想看真·無尾熊實境秀啦
219	1	來一趟可以對台灣石油的開採有基本的認識,環境也很清幽,可拍照留念 …
220	1	蠻值得來參觀的地方,有體驗還有小禮物,導覽人員很親切唷
221	1	比較沒有特別的喜歡,再往前就是高美濕地,但適合傍晚看夕陽,因為太陽大、又曬
222	1	搭乘遊船，搭配導覽員解說，會非常了解當地水情環境，只是沿途會很曬，防曬要做足
223	1	適合全家出遊的景點，彩繪動物的圖案唯妙唯俏，適合好好花兩個小時在舊社里散步、拍照，把彩繪圖案都集滿，一共有20個喔！
224	1	這個古蹟的環境維護超乎想像的乾淨整潔，主祀五文昌，每到考季，眾多學子必然到此求取文昌符絡繹不絕，大家可以前往訪古參拜
225	1	從小到大常常和家人們來的北港朝天宮,熱鬧的街景 睽違了因兩年疫情沒人潮的景象,兔年展開滿滿人潮 …
226	1	傍晚去比較不會熱，風景優美心情也跟著美了
227	1	有動漫的快閃店就是讚！
228	1	目前主展館休館中，有兩個展覽覺得新鮮，最美的教科書及少女漫畫展，有一些闖關活動，其實大人小孩都適合玩，自備食物和小活動，其實也可以在這裡不用花大錢人擠人。
229	0	晚上逛個一圈就看到五個阿伯在抽菸，無菸公園的定義寫好玩的。
230	0	好可惜太晚到，錯過了正夕陽的時候,希望下次有機會可以再來走走,傍晚風超大超舒服:relieved_face: …
231	1	看九蛙疊像，車停路邊停車位，走木棧道約15分鐘
232	1	讚
233	0	不過魚池，漂浮垃圾樹葉:fallen_leaf:有點多…只有上面有噴泉的魚兒看起來比較舒適。,廁所雖然看起來感覺…但異味很重:grinning_face_with_sweat:,是個不錯的地方:thumbs_up: …
234	1	大甲溪真的清澈 從高山下來的溪水 感覺比海水還要棒 又冰涼 坐在河邊吊吊魚都覺得愜意 只是有些地方還是有危險性 泡泡水就好了
235	1	超級無敵推薦，尤其一定要乘船，真的很棒，在悠閒的午後坐著濕地導覽的船聽解說，拍照，感覺整個人都活起來了
236	1	還不錯
237	1	DIY 課程簡單好玩，快速上手，也很適合帶小朋友前來，還有多種玩具、沙坑等戶外區域，生日當日免門票還有送一個鑰匙圈，超讚
238	1	園區不大，空氣裡都是古厝的木頭香，藝術家的創作很不簡單，慢慢逛慢慢感受古代生活
239	1	賞金針花不用去花蓮喔！門票可以100元抵餐費。套餐端出來真是嚇死人的用料澎湃。好吃又好玩！
240	1	這個井的故事比井的模樣更有意思，身為古蹟當之無愧。
241	0	黃金楓美爆，只可惜沒看到開花。白雪木好多好大片，很多點好拍。南瓜鍋剛煮湯清甜，直到全部東西都丟煮完，哇！湯非常濃稠鮮甜，超好喝。咖哩豬排餐建議菜要和著咖哩一起炒，味道才夠，炒到菜軟炒好吃，讚。洛神花茶，熱跟冰都不錯喝。不虛此行，超值得。
242	0	沒什麼好看的，幾塊錢就可以點個飛天燈籠，為周圍的污染做貢獻
243	0	我這個觀光客來玩一個設施排隊要排半小時 那我買一日票幹嘛？玩的設施不到五樣，逛排隊累計就排了兩三小時
244	0	滑個溜滑梯碎碎唸是在唸甚麼東西？？
245	1	一次自助式的婚纱照，地方很美丽
246	0	門票太貴，
247	1	其實純逛街，真的很可以
248	0	就是一個打卡位置，車可達。
249	1	還不錯的公園，很大的很廣，很適合假日來散步。旁邊還有ibike可以騎。
250	0	很有特色的一座橋 可惜是早上去 沒看見:growing_heart: …
251	1	可聽專業導覽解說，也可以自己隨意逛。,,聽導覽了解地震如何形成，遇到地震該如何自保，有的導覽員講得很生動，小朋友聽得津津有味。
252	1	111.07.21,廟前有停車場:P_button:,環境清幽乾淨:thumbs_up: …
253	1	張友吉老先生，將畢生收藏超過千件文物捐出供大家欣賞，免費入園，適合全家遊玩。
254	1	塭子頭紅樹林生態區,環境潔淨悠遊很自在
255	1	提早到，輕鬆停車慢慢逛，開心拍照沒有人當背景:beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes: …
256	0	單點不能折抵價格又很誇張，門票CP值超低
257	0	既無教育意義也沒有人魚相關完全看不懂以什麼為主題的展覽
258	1	須先預約！門票150元,入園管制遊客數量，提高賞花品質:thumbs_up:,花季無法抵消費～要注意一下～ …
259	1	裡面的小吃部價格也都很合理
260	1	很像到國外一樣
261	1	晚上很美下過雨後更漂亮
262	1	有很讚的草皮，可以野餐小朋友可以奔跑騎車，旁邊也有水池可以餵魚，更讚的是有很乾淨的廁所可以使用。
263	0	園區造景有特色，但幾乎所有的路都需經過階梯，對輪椅族與推車使用者非常不友善。
264	1	現在有常設說明當年搶救古蹟及修復過程 主廳外的門框是有故事敘述的陶瓷 及花樣般的木製鑲嵌
265	1	旅程體驗下來還不錯，解說人員解說的很詳細，會幫忙小朋友換位子，因為座位比較低
266	1	可靜態學習~
